,X,Y
GLOB_4,5.234,-4.7816
GLOB_4,5.2908,-5.4892
GLOB_4,4.5793,-5.0653
GLOB_4,4.7004,-5.4093
GLOB_4,5.0754,-5.3879
GLOB_4,5.0828,-4.8908
GLOB_4,4.7628,-4.6695
GLOB_4,5.3477,-4.5875
GLOB_4,5.2517,-4.887
GLOB_4,4.8718,-4.7636
GLOB_4,4.787,-5.1661
GLOB_4,5.3856,-4.5413
GLOB_4,4.9472,-4.6945
GLOB_4,4.9065,-4.858
GLOB_4,5.0546,-4.6029
GLOB_4,5.3332,-4.7926
GLOB_5,-0.2495,0.2672
GLOB_5,0.0433,-0.0938
GLOB_5,0.1586,0.3463
GLOB_5,0.082,0.4034
GLOB_5,-0.192,-0.0444
GLOB_5,-0.0628,-0.3863
GLOB_5,0.1771,0.0817
GLOB_5,-0.2527,0.255
GLOB_5,-0.2114,-0.0706
GLOB_5,-0.2074,0.4122
GLOB_5,-0.1023,-0.4912
GLOB_5,0.154,0.259
GLOB_5,-0.4436,0.2028
GLOB_5,-0.3867,-0.0998
GLOB_5,0.1001,-0.2588
GLOB_5,0.424,-0.2437
GLOB_5,-0.0299,-0.1047
GLOB_5,0.1456,0.3803
GLOB_5,-0.3838,-0.0832
GLOB_5,-0.4656,-0.2422
GLOB_5,-0.3898,-0.3315
GLOB_5,0.0083,0.2281
GLOB_5,0.0164,0.1185
GLOB_5,-0.0057,-0.0996
GLOB_5,-0.0133,0.1279
GLOB_5,-0.1973,-0.369
GLOB_5,-0.091,0.0898
GLOB_5,0.265,-0.123
GLOB_5,-0.4747,0.1612
GLOB_5,0.0904,-0.2765
GLOB_5,0.1438,0.3568
GLOB_5,0.2731,0.25
GLOB_5,0.365,0.2167
GLOB_5,-0.0606,-0.4814
GLOB_5,-0.4552,0.4166
GLOB_5,-0.0056,-0.0795
GLOB_5,-0.0216,0.2652
GLOB_5,0.2027,-0.3613
GLOB_5,-0.0193,-0.428
GLOB_5,0.0702,-0.2825
GLOB_5,-0.4034,-0.3531
GLOB_5,0.1066,-0.1222
GLOB_5,0.4918,0.3509
GLOB_5,0.1151,0.1977
GLOB_5,0.2202,-0.2997
GLOB_5,-0.1845,-0.0487
GLOB_5,-0.3003,-0.1654
GLOB_5,0.2494,0.1983
GLOB_5,-0.0997,0.0023
GLOB_5,-0.1003,-0.0151
GLOB_5,-0.0722,-0.0979
GLOB_5,-0.084,-0.0538
GLOB_5,0.2848,0.0131
GLOB_5,0.4255,0.1761
GLOB_5,-0.4609,-0.4639
GLOB_5,-0.3329,0.4497
GLOB_5,-0.2641,0.2
GLOB_5,0.071,-0.3906
GLOB_5,-0.2973,-0.1806
GLOB_5,-0.2166,0.2801
GLOB_5,0.4179,-0.4071
GLOB_5,-0.1779,0.0526
GLOB_5,-0.2615,0.2914
GLOB_5,0.3002,-0.0055
GLOB_5,0.064,0.4726
GLOB_5,-0.1439,0.4126
GLOB_5,0.2205,-0.1183
GLOB_5,-0.2802,-0.2701
GLOB_5,-0.2521,0.3664
GLOB_5,-0.1025,0.3187
GLOB_5,0.3881,-0.0712
GLOB_5,-0.3032,-0.3827
GLOB_5,0.227,-0.0968
GLOB_5,0.3329,-0.4487
GLOB_5,-0.0588,-0.4542
GLOB_5,-0.2455,0.2421
GLOB_5,0.3032,0.3719
GLOB_5,-0.3303,-0.1119
GLOB_5,-0.1773,-0.0588
GLOB_5,-0.4149,-0.4749
GLOB_5,0.0919,0.2085
GLOB_5,0.3962,0.1893
GLOB_5,-0.4156,-0.1686
GLOB_5,-0.4422,-0.47
GLOB_5,-0.3876,0.0421
GLOB_5,0.0089,0.1399
GLOB_5,-0.1488,-0.3534
GLOB_5,-0.421,0.1029
GLOB_5,0.3285,0.0277
GLOB_5,-0.4358,0.1257
GLOB_5,0.074,0.3567
GLOB_5,-0.3134,-0.4995
GLOB_5,-0.0982,-0.2718
GLOB_5,-0.4736,0.4553
GLOB_5,0.4575,0.4507
GLOB_5,-0.0132,-0.307
GLOB_5,0.1468,-0.0633
GLOB_5,-0.2969,0.3964
GLOB_5,0.422,0.2556
GLOB_5,-0.3386,-0.0352
GLOB_5,-0.2742,-0.1861
GLOB_5,0.3022,-0.3351
GLOB_5,-0.3534,-0.463
GLOB_5,-0.4605,-0.1483
GLOB_5,0.0167,-0.1341
GLOB_5,0.3912,-0.4778
GLOB_5,-0.2752,0.2867
GLOB_5,0.0412,0.0457
GLOB_5,-0.4819,0.0921
GLOB_5,-0.1025,-0.4186
GLOB_5,-0.1022,-0.1246
GLOB_5,0.2068,0.0628
GLOB_5,0.0239,0.0131
GLOB_5,0.3923,0.1464
GLOB_5,-0.0821,0.4851
GLOB_5,0.1936,0.1223
GLOB_5,0.1109,-0.2746
GLOB_5,-0.3818,0.0698
GLOB_5,-0.438,-0.4731
GLOB_5,0.4909,-0.1646
GLOB_5,0.0436,0.4598
GLOB_5,-0.0959,-0.1543
GLOB_5,-0.0076,-0.4734
GLOB_5,-0.3025,-0.2032
GLOB_5,-0.1649,-0.3609
GLOB_5,-0.036,-0.1436
GLOB_5,-0.0545,-0.182
GLOB_5,0.3667,0.0306
GLOB_5,-0.3367,0.1819
GLOB_5,0.3268,0.0527
GLOB_5,-0.4679,-0.478
GLOB_5,0.4067,0.4452
GLOB_5,-0.4641,0.0199
GLOB_5,0.1689,0.4586
GLOB_5,-0.4691,-0.3989
GLOB_5,-0.4345,0.1341
GLOB_5,0.4827,-0.2115
GLOB_5,-0.3837,0.083
GLOB_5,0.0854,0.3825
GLOB_5,0.158,0.3393
GLOB_5,0.2109,0.3785
GLOB_5,0.2191,-0.0036
GLOB_5,-0.3671,0.0651
GLOB_5,0.4375,-0.149
GLOB_5,-0.1291,-0.273
GLOB_5,0.4597,0.1693
GLOB_5,-0.0636,-0.097
GLOB_5,-0.1889,0.2853
GLOB_5,0.1432,-0.3634
GLOB_5,0.4505,-0.4657
GLOB_5,-0.3641,0.3181
GLOB_5,-0.4758,-0.1561
GLOB_5,-0.0779,-0.0768
GLOB_5,-0.0739,0.1032
GLOB_5,0.4951,0.2075
GLOB_5,-0.3097,0.1429
GLOB_5,-0.3929,0.0687
GLOB_5,0.1767,-0.1104
GLOB_5,-0.3453,0.1946
GLOB_5,-0.1809,0.3979
GLOB_5,0.2117,-0.4796
GLOB_5,-0.3964,-0.0234
GLOB_5,-0.3558,-0.0342
GLOB_5,-0.2576,-0.304
GLOB_5,-0.2979,-0.4254
GLOB_5,0.4537,0.2214
GLOB_5,-0.001,-0.1438
GLOB_5,-0.1401,-0.2372
GLOB_5,0.1324,-0.0084
GLOB_5,-0.3747,0.0819
GLOB_5,0.0379,-0.1245
GLOB_5,-0.1091,0.4626
GLOB_5,-0.345,-0.4238
GLOB_5,-0.381,0.4965
GLOB_5,-0.1771,0.1859
GLOB_5,0.208,-0.2183
GLOB_5,0.112,0.1124
GLOB_5,-0.2697,0.0835
GLOB_5,-0.2724,-0.3643
GLOB_5,-0.0777,-0.1313
GLOB_5,0.4807,-0.2758
GLOB_5,0.0592,-0.1062
GLOB_5,0.4984,0.4533
GLOB_5,0.3557,0.4051
GLOB_5,-0.1642,0.166
GLOB_5,0.4853,0.0417
GLOB_5,-0.1049,0.368
GLOB_5,0.2534,0.2978
GLOB_5,-0.3953,-0.1313
GLOB_5,-0.4148,0.4805
GLOB_5,-0.1865,-0.4855
GLOB_5,0.4791,-0.0193
GLOB_5,-0.4654,0.0665
GLOB_5,-0.211,0.2079
GLOB_5,-0.0862,-0.4776
GLOB_5,-0.288,0.0675
GLOB_5,0.0334,0.2193
GLOB_5,-0.221,0.4596
GLOB_5,0.0572,0.4274
GLOB_5,-0.2176,-0.2583
