,X,Y
GLOB_3,0.668,-0.2356
GLOB_3,0.6697,-0.2679
GLOB_3,0.7274,-0.2183
GLOB_3,0.5141,-0.2213
GLOB_3,0.4357,-0.2971
GLOB_3,0.8013,-0.2106
GLOB_3,0.7,-0.2175
GLOB_1,-0.7846,-0.0738
GLOB_1,-0.6386,-0.0035
GLOB_1,-0.6729,0.0106
GLOB_1,-0.5504,-0.077
GLOB_1,-0.9065,0.0251
GLOB_1,-0.4238,-0.041
GLOB_1,-0.521,-0.1327
GLOB_1,-0.4601,-0.0633
GLOB_1,-0.8723,-0.144
GLOB_1,-0.703,-0.08
GLOB_1,-0.6656,0.0181
GLOB_1,-0.4958,-0.1075
GLOB_1,-0.7343,0.0064
GLOB_1,-0.4748,-0.1575
GLOB_1,-0.4219,-0.1055
GLOB_1,-0.5833,-0.0925
GLOB_1,-0.4589,-0.0792
GLOB_1,-0.7074,-0.3019
GLOB_1,-0.4575,-0.2654
GLOB_1,-0.4875,-0.2129
GLOB_1,-0.4186,-0.164
GLOB_1,-0.6353,-0.2405
GLOB_1,-0.6625,-0.2883
GLOB_1,-0.5429,-0.2803
GLOB_1,-0.5072,-0.323
GLOB_1,-0.5171,-0.2743
GLOB_1,-0.5284,-0.2926
GLOB_2,0.4552,0.6141
GLOB_2,0.4992,0.637
GLOB_2,0.4321,0.4547
GLOB_2,0.3522,0.4558
GLOB_2,0.4349,0.3988
GLOB_2,0.4343,0.2938
GLOB_2,0.5654,0.2952
GLOB_2,0.5284,0.4174
GLOB_2,0.311,0.458
GLOB_2,0.2552,0.2885
GLOB_2,0.3319,0.3296
GLOB_2,0.391,0.4174
GLOB_2,0.4716,0.3029
GLOB_2,0.3165,0.1872
GLOB_2,0.5388,0.1719
GLOB_2,0.2654,0.2374
GLOB_2,0.4288,0.0924
GLOB_2,0.4182,0.2041
GLOB_3,0.5871,-0.0492
GLOB_3,0.5872,-0.0318
GLOB_3,0.7122,-0.017
GLOB_3,0.5111,-0.0702
GLOB_3,0.5787,-0.1908
GLOB_3,0.5396,-0.0261
GLOB_3,0.6168,-0.1026
GLOB_3,0.4618,-0.2108
GLOB_3,0.7264,-0.111
GLOB_3,0.5432,-0.1083
GLOB_3,0.6175,-0.1997
GLOB_3,0.5313,-0.1569
GLOB_3,0.3384,-0.2706
GLOB_3,0.5902,-0.2277
GLOB_3,0.7388,-0.2723
GLOB_3,0.6367,-0.293
GLOB_3,0.6522,-0.1965
GLOB_3,0.5718,-0.281
GLOB_3,0.69,-0.3741
GLOB_3,0.6034,-0.3496
GLOB_1,-0.7518,-0.008
GLOB_1,-0.6312,-0.0584
GLOB_1,-0.7255,-0.1511
GLOB_1,-0.462,-0.0702
GLOB_1,-1.0111,-0.1591
GLOB_1,-0.4794,-0.1382
GLOB_1,-0.5946,-0.127
GLOB_1,-0.4787,0.0026
GLOB_1,-0.761,-0.1776
GLOB_1,-0.8096,-0.0828
GLOB_1,-0.5083,-0.0504
GLOB_1,-0.6197,-0.1316
GLOB_1,-0.8193,-0.2213
GLOB_1,-0.554,-0.2228
GLOB_1,-0.6158,-0.0821
GLOB_1,-0.6762,-0.2612
GLOB_1,-0.3735,-0.1491
GLOB_1,-0.5962,-0.1622
GLOB_1,-0.4991,-0.2511
GLOB_1,-0.3927,-0.2336
GLOB_1,-0.3715,-0.1597
GLOB_1,-0.5863,-0.1423
GLOB_1,-0.602,-0.3712
GLOB_1,-0.5062,-0.2136
GLOB_1,-0.5652,-0.3372
GLOB_1,-0.401,-0.3232
GLOB_1,-0.5837,-0.4488
GLOB_2,0.5104,0.7089
GLOB_2,0.298,0.4343
GLOB_2,0.4046,0.4317
GLOB_2,0.434,0.4597
GLOB_2,0.3382,0.4496
GLOB_2,0.5124,0.4763
GLOB_2,0.3682,0.2963
GLOB_2,0.6007,0.3197
GLOB_2,0.259,0.4194
GLOB_2,0.2448,0.3696
GLOB_2,0.2653,0.3458
GLOB_2,0.4202,0.4537
GLOB_2,0.5675,0.2281
GLOB_2,0.1774,0.2049
GLOB_2,0.6353,0.1747
GLOB_2,0.3776,0.1677
GLOB_2,0.5059,0.251
GLOB_2,0.3309,0.1485
GLOB_3,0.5645,-0.0504
GLOB_3,0.4822,-0.0727
GLOB_3,0.7262,-0.0503
GLOB_3,0.6754,0.0206
GLOB_3,0.5574,0.0313
GLOB_3,0.5801,-0.0956
GLOB_3,0.6378,-0.2739
GLOB_3,0.5515,-0.2297
GLOB_3,0.6879,-0.0797
GLOB_3,0.5191,-0.1511
GLOB_3,0.7976,-0.1871
GLOB_3,0.5647,-0.1635
GLOB_3,0.462,-0.2717
GLOB_3,0.4644,-0.1935
GLOB_3,0.6134,-0.3679
GLOB_3,0.6147,-0.2225
GLOB_3,0.6998,-0.288
GLOB_3,0.602,-0.2879
GLOB_3,0.6581,-0.2387
GLOB_3,0.6292,-0.2918
GLOB_1,-0.7807,0.0144
GLOB_1,-0.6263,-0.0635
GLOB_1,-0.6326,-0.0075
GLOB_1,-0.5849,0.0578
GLOB_1,-0.8077,-0.0022
GLOB_1,-0.4842,-0.0457
GLOB_1,-0.448,-0.0285
GLOB_1,-0.4998,-0.081
GLOB_1,-0.8831,-0.0501
GLOB_1,-0.7798,-0.1918
GLOB_1,-0.5848,-0.2349
GLOB_1,-0.6103,-0.0282
GLOB_1,-0.7688,-0.0877
GLOB_1,-0.3303,-0.2034
GLOB_1,-0.4715,-0.1061
GLOB_1,-0.6564,-0.0894
GLOB_1,-0.4088,-0.1554
GLOB_1,-0.742,-0.2561
GLOB_1,-0.6027,-0.1595
GLOB_1,-0.3807,-0.2261
GLOB_1,-0.406,-0.1817
GLOB_1,-0.6651,-0.2354
GLOB_1,-0.7443,-0.2936
GLOB_1,-0.48,-0.2424
GLOB_1,-0.6148,-0.1814
GLOB_1,-0.3426,-0.3828
GLOB_1,-0.4819,-0.3409
GLOB_2,0.5696,0.4953
GLOB_2,0.4558,0.4002
GLOB_2,0.5529,0.4754
GLOB_2,0.4363,0.3956
GLOB_2,0.439,0.4135
GLOB_2,0.4157,0.4226
GLOB_2,0.4805,0.3786
GLOB_2,0.5587,0.2803
GLOB_2,0.317,0.2726
GLOB_2,0.3929,0.327
GLOB_2,0.4128,0.3518
GLOB_2,0.3196,0.4597
GLOB_2,0.4823,0.2024
GLOB_2,0.1848,0.0984
GLOB_2,0.4147,0.2931
GLOB_2,0.4545,0.2756
GLOB_2,0.3466,0.2456
GLOB_2,0.4608,0.1527
GLOB_3,0.7574,-0.08
GLOB_3,0.5882,-0.0897
GLOB_3,0.5953,0.027
GLOB_3,0.6475,-0.2019
GLOB_3,0.6475,-0.097
GLOB_3,0.5724,-0.1253
GLOB_3,0.6233,-0.1425
GLOB_3,0.5016,-0.1905
GLOB_3,0.6308,-0.036
GLOB_3,0.5107,-0.1711
GLOB_3,0.7307,-0.1775
GLOB_3,0.7146,-0.3144
GLOB_3,0.5482,-0.3349
GLOB_3,0.5628,-0.1819
GLOB_3,0.7143,-0.3197
GLOB_3,0.8041,-0.1274
GLOB_3,0.769,-0.1307
GLOB_3,0.6041,-0.2482
GLOB_3,0.7698,-0.3214
GLOB_3,0.6191,-0.4651
GLOB_1,-0.7138,0.051
GLOB_1,-0.7347,-0.0
GLOB_1,-0.6586,-0.0218
GLOB_1,-0.5034,-0.1808
GLOB_1,-0.886,-0.1202
GLOB_1,-0.3074,-0.0079
GLOB_1,-0.6473,0.0149
GLOB_1,-0.4636,-0.0843
GLOB_1,-0.8185,-0.0456
GLOB_1,-0.9813,0.0153
GLOB_1,-0.5648,-0.0978
GLOB_1,-0.6128,-0.0331
GLOB_1,-0.786,-0.0383
GLOB_1,-0.3927,-0.2429
GLOB_1,-0.6209,0.0061
GLOB_1,-0.5788,-0.0829
GLOB_1,-0.3903,-0.0825
GLOB_1,-0.6456,-0.0947
GLOB_1,-0.5979,-0.15
GLOB_1,-0.3029,-0.1822
GLOB_1,-0.2905,-0.0183
GLOB_1,-0.5281,-0.2363
GLOB_1,-0.6192,-0.3642
GLOB_1,-0.5125,-0.3575
GLOB_1,-0.5734,-0.1816
GLOB_1,-0.4424,-0.3213
GLOB_1,-0.5164,-0.5098
GLOB_2,0.4581,0.5558
GLOB_2,0.2762,0.4549
GLOB_2,0.4638,0.3518
GLOB_2,0.4417,0.4829
GLOB_2,0.364,0.5174
GLOB_2,0.3578,0.3969
GLOB_2,0.4076,0.2097
GLOB_2,0.3606,0.5771
GLOB_2,0.3442,0.326
GLOB_2,0.3109,0.4417
GLOB_2,0.4776,0.089
GLOB_2,0.3417,0.4213
GLOB_2,0.4993,0.3056
GLOB_2,0.2266,0.305
GLOB_2,0.6495,0.2486
GLOB_2,0.2806,0.18
GLOB_2,0.3834,0.3086
GLOB_2,0.4789,0.2528
GLOB_3,0.627,-0.2391
GLOB_3,0.4542,-0.0347
GLOB_3,0.5767,-0.1095
GLOB_3,0.6004,0.0859
GLOB_3,0.5066,-0.0458
GLOB_3,0.3067,-0.0942
GLOB_3,0.8448,-0.1188
GLOB_3,0.5252,-0.2978
GLOB_3,0.6505,0.0311
GLOB_3,0.5744,-0.1431
GLOB_3,0.6549,-0.0685
GLOB_3,0.5854,-0.1803
GLOB_3,0.4536,-0.3275
GLOB_3,0.576,-0.3012
GLOB_3,0.6034,-0.241
GLOB_3,0.7077,-0.1393
GLOB_3,0.5647,-0.1869
GLOB_3,0.5022,-0.1788
GLOB_3,0.7728,-0.3045
GLOB_3,0.729,-0.3346
